24.7000	53.84293
24.8000	53.67517
24.9000	53.75895
25.0000	53.50821
25.1000	53.67517
25.2000	53.50821
25.3000	53.50821
25.4000	53.50821
25.5000	53.50821
25.6000	53.50821
25.7000	53.50821
25.8000	53.34203
25.9000	53.42502
26.0000	53.34203
26.1000	53.42502
26.2000	53.34203
26.3000	53.25923
26.4000	53.17663
26.5000	53.34203
26.6000	53.17663
26.7000	53.17663
26.8000	53.17663
26.9000	53.17663
27.0000	53.09421
27.1000	53.17663
27.2000	53.01199
27.3000	53.09421
27.4000	53.01199
27.5000	53.09421
27.6000	52.84811
27.7000	53.01199
27.8000	52.84811
27.9000	52.84811
28.0000	52.84811
28.1000	52.84811
28.2000	52.84811
28.3000	52.84811
28.4000	52.68497
28.5000	52.84811
28.6000	52.68497
28.7000	52.76645
28.8000	52.52258
28.9000	52.68497
29.0000	52.52258
29.1000	52.60369
29.2000	52.52258
29.3000	52.60369
29.4000	52.52258
29.5000	52.52258
29.6000	52.52258
29.7000	52.44166
29.8000	52.52258
29.9000	52.44166
30.0000	52.36092
30.1000	52.36092
30.2000	52.36092
30.3000	52.36092
30.4000	52.19999
30.5000	52.28037
30.6000	52.19999
30.7000	52.19999
30.8000	52.19999
30.9000	52.19999
31.0000	52.19999
31.1000	52.19999
31.2000	52.03978
31.3000	52.11980
31.4000	52.03978
31.5000	52.11980
31.6000	51.88027
31.7000	52.03978
31.8000	52.03978
31.9000	52.03978
32.0000	51.88027
32.1000	51.88027
32.2000	51.88027
32.3000	51.88027
32.4000	51.88027
32.5000	51.80078
32.6000	51.72147
32.7000	51.88027
32.8000	51.72147
32.9000	51.80078
33.0000	51.72147
33.1000	51.80078
33.2000	51.72147
33.3000	51.72147
33.4000	51.56336
33.5000	51.56336
33.6000	51.56336
33.7000	51.56336
33.8000	51.48456
33.9000	51.56336
34.0000	51.56336
34.1000	51.56336
34.2000	51.40594
34.3000	51.48456
34.4000	51.40594
34.5000	51.40594
34.6000	51.40594
34.7000	51.40594
34.8000	51.24920
34.9000	51.32748
35.0000	51.24920
35.1000	51.24920
35.2000	51.24920
35.3000	51.24920
35.4000	51.24920
35.5000	51.24920
35.6000	51.09313
35.7000	51.17108
35.8000	51.09313
35.9000	51.17108
36.0000	51.09313
36.1000	51.09313
36.2000	50.93773
36.3000	51.09313
36.4000	50.93773
36.5000	50.93773
36.6000	50.93773
36.7000	50.93773
36.8000	50.78299
36.9000	50.93773
37.0000	50.78299
37.1000	50.86027
37.2000	50.62889
37.3000	50.86027
37.4000	50.62889
37.5000	50.78299
37.6000	50.62889
37.7000	50.70586
37.8000	50.62889
37.9000	50.70586
38.0000	50.62889
38.1000	50.62889
38.2000	50.55209
38.3000	50.62889
38.4000	50.47545
38.5000	50.55209
38.6000	50.47545
38.7000	50.55209
38.8000	50.47545
38.9000	50.55209
39.0000	50.32264
39.1000	50.39897
39.2000	50.32264
39.3000	50.32264
39.4000	50.32264
39.5000	50.32264
39.6000	50.17047
